Date,Month,Quarter,Day_of_Week,Season,Holiday_Flag,Customer_ID,Age,Gender,Income_Level,Location,Region,Customer_Tenure,Customer_Segment,Channel,Campaign_Name,Campaign_Type,Impressions,Clicks,CTR,Cost_per_Click,Total_Spend,Website_Visits,Pages_Per_Visit,Time_on_Site,Bounce_Rate,Social_Media_Interactions,Conversions,Product_Category,Purchase_Frequency,Average_Order_Value,Conversion_Value,Conversion_Rate,Customer_Satisfaction_Score,NPS_Score,Churn_Risk,LTV,Competitor_Activity_Index
2023-11-10,11,4,Friday,Fall,No,CUST-106364,33.0,Male,Low,Suburban,North,38,Standard,Email,Summer_Blast,Branding,16093.0,483.0,0.03,2.24,1081.92,405.0,8.8,5.71,75.67,218.0,0,Home & Garden,8.0,130.14,0.0,0.0,6.0,3.0,Low,1452.37,12.31
2023-06-11,6,2,Sunday,Summer,No,CUST-103239,43.0,Female,Low,Urban,West,54,Basic,Display Ads,Back_to_School,Acquisition,45586.0,2864.0,0.0628,2.58,7389.12,267.0,11.74,0.5,64.39,29.0,0,Health & Beauty,10.0,94.16,0.0,0.0,5.0,10.0,High,938.09,60.73
2023-06-08,6,2,Thursday,Summer,No,CUST-103162,21.0,Non-binary,Low,Urban,East,79,Standard,Paid Search,Back_to_School,Acquisition,37969.0,3045.0,0.0802,3.65,11114.25,349.0,6.58,,82.22,164.0,0,Electronics,3.0,33.13,0.0,0.0,2.0,2.0,Medium,106.64,79.54
2023-12-19,12,4,Tuesday,Winter,No,CUST-107216,29.0,M,Mid,Urban,East,58,Standard,Email,Loyalty_Boost,Retention,49364.0,7169.0,0.1452,1.43,10251.67,428.0,7.19,5.6,36.66,454.0,0,Sports,1.0,45.99,0.0,0.0,3.0,3.0,Medium,44.93,59.0
2023-06-26,6,2,Monday,Summer,No,CUST-103544,65.0,Male,Mid,Urban,South,3,Basic,Display Ads,Holiday_Rush,Retention,33487.0,437.0,0.013,1.36,594.32,407.0,5.78,4.57,49.0,481.0,0,Apparel,7.0,241.46,0.0,0.0,1.0,1.0,High,1969.35,64.96
2023-04-12,4,2,Wednesday,Spring,No,CUST-102009,23.0,Female,Mid,Suburban,East,38,Standard,Direct,Loyalty_Boost,Retention,43869.0,5901.0,0.1345,1.14,6727.14,346.0,2.11,3.01,39.09,,0,Sports,3.0,74.86,0.0,0.0,1.0,3.0,High,214.03,13.75
2023-06-11,6,2,Sunday,Summer,No,CUST-103245,20.0,Female,Low,Suburban,West,55,Premium,Display Ads,Holiday_Rush,Retention,46589.0,1662.0,0.0357,1.05,1745.1,95.0,8.03,18.71,22.25,298.0,0,Apparel,7.0,88.27,0.0,0.0,5.0,0.0,High,675.48,4.25
2023-10-18,10,4,Wednesday,Fall,No,CUST-105901,25.0,Female,Mid,Suburban,East,9,Basic,Social Media,Back_to_School,Acquisition,31207.0,4207.0,0.1348,3.39,14261.73,406.0,5.11,22.19,,208.0,0,Health & Beauty,5.0,48.14,0.0,0.0,4.0,10.0,Low,299.42,7.79
2023-05-12,5,2,Friday,Spring,No,CUST-102609,19.0,Female,Mid,Urban,West,18,Premium,Email,Loyalty_Boost,Retention,12221.0,1139.0,0.0932,1.01,1150.39,348.0,5.56,4.5,84.06,58.0,0,Electronics,15.0,68.04,0.0,0.0,8.0,10.0,Medium,884.26,62.07
2023-04-07,4,2,Friday,Spring,No,CUST-101921,41.0,Male,Low,Rural,West,112,Premium,Email,Spring_Sale,Acquisition,15404.0,262.0,0.017,1.18,309.16,3.0,3.65,7.35,78.83,788.0,0,Electronics,13.0,56.61,0.0,0.0,5.0,0.0,Medium,620.04,34.79
2023-08-20,8,3,Sunday,Summer,No,CUST-104658,38.0,Female,Mid,Rural,West,81,Standard,Referral,Loyalty_Boost,Retention,19241.0,563.0,0.0293,1.76,990.88,247.0,5.52,10.78,37.83,366.0,0,Health & Beauty,10.0,108.28,0.0,0.0,10.0,0.0,Medium,1565.93,14.08
2023-05-20,5,2,Saturday,Spring,No,CUST-102759,41.0,Female,Low,Urban,South,4,Basic,Social Media,Back_to_School,Acquisition,24388.0,2286.0,0.0937,4.7,10744.2,295.0,,2.15,,754.0,0,Sports,1.0,46.73,0.0,0.0,4.0,2.0,Low,37.89,89.42
2023-10-09,10,4,Monday,Fall,No,CUST-105690,39.0,Female,Mid,Urban,South,3,Basic,Social Media,Spring_Sale,Acquisition,34809.0,4710.0,0.1353,0.37,1742.7,293.0,11.71,10.03,49.19,763.0,0,Health & Beauty,4.0,130.81,0.0,0.0,6.0,7.0,Medium,589.19,98.53
2023-02-10,2,1,Friday,Winter,No,CUST-100767,64.0,m,High,Urban,East,33,Basic,Email,Holiday_Rush,Retention,24003.0,1173.0,0.0489,1.27,1489.71,393.0,1.87,11.35,65.51,815.0,0,Electronics,12.0,82.65,0.0,0.0,,9.0,Low,973.04,69.46
2023-03-18,3,1,Saturday,Spring,No,CUST-101521,43.0,Female,Mid,Urban,East,76,Standard,Email,Back_to_School,Acquisition,26299.0,3910.0,0.1487,1.67,6529.7,188.0,8.52,17.64,54.71,750.0,0,Sports,16.0,58.42,0.0,0.0,7.0,5.0,Low,1045.13,38.02
2023-09-14,9,3,Thursday,Fall,No,CUST-105177,34.0,Female,High,Suburban,South,92,Premium,Paid Search,Back_to_School,Acquisition,2604.0,86.0,0.033,2.95,253.7,27.0,10.94,6.34,75.45,172.0,0,Health & Beauty,4.0,39.65,0.0,0.0,4.0,5.0,Medium,217.81,80.57
2023-03-23,3,1,Thursday,Spring,No,CUST-101632,29.0,Female,High,Urban,East,32,Standard,Email,Holiday_Rush,Retention,32350.0,2321.0,0.0717,0.56,1299.76,215.0,1.66,2.4,38.11,355.0,0,Electronics,13.0,297.56,0.0,0.0,9.0,4.0,Medium,5235.97,3.21
2023-01-08,1,1,Sunday,Winter,No,CUST-100141,52.0,Female,Low,Suburban,West,9,Basic,Social Media,Summer_Blast,Branding,44598.0,583.0,0.0131,1.4,816.2,26.0,10.8,11.85,,877.0,0,Electronics,6.0,77.43,0.0,0.0,5.0,3.0,Low,,71.39
2023-07-26,7,3,Wednesday,Summer,No,CUST-104153,19.0,Female,Mid,Urban,West,65,Premium,Social Media,Back_to_School,Acquisition,48331.0,2928.0,0.0606,1.66,4860.48,213.0,10.13,3.38,84.18,,0,Electronics,18.0,110.41,0.0,0.0,10.0,9.0,High,2388.77,93.69
2023-04-03,4,2,Monday,Spring,No,CUST-101860,68.0,Female,High,Rural,West,4,Standard,Display Ads,Summer_Blast,Branding,22158.0,466.0,0.021,0.61,284.26,321.0,1.9,6.53,46.96,126.0,0,Health & Beauty,5.0,46.6,0.0,0.0,4.0,4.0,High,234.96,68.79
2023-10-23,10,4,Monday,Fall,No,CUST-106009,64.0,Non-binary,High,Suburban,North,50,Standard,Email,Spring_Sale,Acquisition,5330.0,799.0,0.1499,1.84,1470.16,338.0,7.79,15.74,30.58,275.0,0,Electronics,11.0,51.55,0.0,0.0,5.0,10.0,High,806.67,43.27
2023-12-09,12,4,Saturday,Winter,No,CUST-106996,69.0,Male,Mid,Suburban,West,38,Standard,Social Media,Back_to_School,Acquisition,8139.0,207.0,0.0254,1.25,,324.0,8.27,7.28,37.63,292.0,1,Electronics,1.0,80.96,80.96,0.0031,6.0,6.0,High,116.59,66.27
2023-01-05,1,1,Thursday,Winter,No,CUST-100074,59.0,Male,Mid,Suburban,West,102,Standard,Paid Search,Loyalty_Boost,Retention,9404.0,1166.0,0.124,3.55,4139.3,428.0,4.63,0.5,73.71,781.0,0,Sports,1.0,183.31,0.0,0.0,,2.0,Low,244.69,28.92
2023-03-01,3,1,Wednesday,Spring,No,CUST-101174,58.0,F,Mid,Suburban,West,74,Premium,Referral,Back_to_School,Acquisition,37839.0,2523.0,0.0667,1.61,4062.03,426.0,8.88,24.64,21.38,964.0,0,Home & Garden,13.0,373.68,0.0,0.0,7.0,6.0,High,6480.92,43.89
2023-06-03,6,2,Saturday,Summer,No,CUST-103071,40.0,Female,Low,Urban,West,106,Premium,Referral,Spring_Sale,Acquisition,27563.0,678.0,0.0246,3.01,2040.78,303.0,8.86,2.32,52.67,22.0,0,Electronics,1.0,137.32,0.0,0.0,2.0,0.0,Medium,173.9,85.85
2023-10-09,10,4,Monday,Fall,No,CUST-105686,32.0,Male,Mid,Suburban,South,83,Basic,Email,Back_to_School,Acquisition,41195.0,4384.0,0.1064,0.81,3551.04,395.0,6.95,12.39,21.53,861.0,0,Electronics,18.0,35.31,0.0,0.0,10.0,9.0,Low,704.65,87.02
2023-04-06,4,2,Thursday,Spring,No,CUST-101906,30.0,Male,Low,Rural,South,2,Standard,Referral,Holiday_Rush,Retention,34966.0,2303.0,0.0659,0.12,276.36,343.0,1.23,2.69,29.86,871.0,0,Health & Beauty,9.0,85.24,0.0,0.0,8.0,4.0,Medium,643.28,14.13
2023-08-24,8,3,Thursday,Summer,No,CUST-104763,45.0,Female,Low,Urban,East,54,Basic,Direct,Holiday_Rush,Retention,26361.0,1287.0,0.0488,1.43,1840.41,328.0,2.41,0.5,88.61,645.0,0,Electronics,1.0,88.76,0.0,0.0,1.0,7.0,Medium,93.74,30.02
2023-12-31,12,4,Sunday,Winter,Yes,CUST-107477,32.0,Female,Mid,Rural,East,53,Basic,Direct,Spring_Sale,Acquisition,28768.0,3425.0,0.1191,1.15,3938.75,11.0,11.04,31.55,35.39,98.0,0,Sports,19.0,90.54,0.0,0.0,5.0,6.0,Medium,1381.56,47.73
2023-12-03,12,4,Sunday,Winter,No,CUST-106861,22.0,Male,Mid,Urban,North,6,Standard,Email,Summer_Blast,Branding,29659.0,618.0,0.0208,3.93,2428.74,323.0,7.4,3.37,70.8,123.0,0,Home & Garden,13.0,114.08,0.0,0.0,2.0,0.0,Medium,2062.0,36.32
2023-08-14,8,3,Monday,Summer,No,CUST-104536,,Male,,Urban,West,57,Standard,Email,Spring_Sale,Acquisition,39863.0,5059.0,0.1269,1.72,,259.0,7.44,8.47,59.05,343.0,0,Apparel,17.0,84.72,0.0,0.0,2.0,7.0,Low,1159.79,97.29
2023-10-12,10,4,Thursday,Fall,No,CUST-105754,59.0,Male,Mid,Urban,West,98,Premium,Paid Search,Loyalty_Boost,Retention,4334.0,620.0,0.1431,3.2,1984.0,409.0,4.45,2.32,41.72,964.0,0,Electronics,18.0,109.83,0.0,0.0,,4.0,Low,2657.76,58.92
2023-06-09,6,2,Friday,Summer,No,CUST-103187,54.0,Male,Low,Rural,South,2,Basic,Social Media,Spring_Sale,Acquisition,30754.0,3548.0,0.1154,2.11,7486.28,55.0,2.64,19.14,72.87,64.0,0,Apparel,7.0,36.1,0.0,0.0,4.0,4.0,Low,235.83,53.08
2023-12-14,12,4,Thursday,Winter,No,CUST-107109,70.0,Female,Mid,Urban,North,92,Standard,Direct,Holiday_Rush,Retention,269.0,35.0,0.1301,0.2,7.0,391.0,1.06,,40.4,6.0,0,Apparel,8.0,69.66,0.0,0.0,1.0,0.0,High,647.05,69.5
2023-03-28,3,1,Tuesday,Spring,No,CUST-101742,18.0,Male,Mid,Suburban,East,10,Standard,Social Media,Back_to_School,Acquisition,26998.0,1740.0,0.0644,3.97,6907.8,394.0,10.61,1.07,88.47,799.0,0,Home & Garden,5.0,88.96,0.0,0.0,5.0,0.0,Medium,421.69,0.51
2023-04-02,4,2,Sunday,Spring,No,CUST-101835,42.0,Female,Low,Rural,East,27,Basic,Paid Search,Back_to_School,Acquisition,20112.0,257.0,0.0128,4.96,1274.72,473.0,2.48,14.57,22.63,645.0,0,Health & Beauty,14.0,268.44,0.0,0.0,8.0,1.0,Low,5037.17,9.81
2023-06-04,6,2,Sunday,Summer,No,CUST-103091,48.0,Male,Mid,Rural,West,5,Basic,Display Ads,Summer_Blast,Branding,34504.0,377.0,0.0109,4.92,1854.84,269.0,3.54,16.44,21.1,484.0,0,Sports,12.0,85.1,0.0,0.0,1.0,6.0,Medium,1280.44,84.81
2023-03-25,3,1,Saturday,Spring,No,CUST-101670,68.0,Female,Low,Rural,North,3,Basic,Social Media,Holiday_Rush,Retention,33841.0,1832.0,0.0541,1.31,2399.92,89.0,1.37,15.42,76.21,513.0,0,Sports,4.0,51.3,0.0,0.0,5.0,10.0,Medium,260.21,82.34
2023-12-01,12,4,Friday,Winter,No,CUST-106816,26.0,Male,Low,Suburban,South,74,Standard,Referral,Spring_Sale,Acquisition,10786.0,1603.0,0.1486,2.66,4263.98,314.0,4.17,14.34,56.21,957.0,1,Home & Garden,13.0,149.29,149.29,0.0032,9.0,,High,2791.95,91.16
2023-01-05,1,1,Thursday,Winter,No,CUST-100090,57.0,Female,Low,Suburban,East,116,Premium,Social Media,Loyalty_Boost,Retention,34285.0,4594.0,0.134,4.01,18421.94,435.0,8.73,2.02,31.7,595.0,0,Electronics,7.0,20.15,0.0,0.0,2.0,10.0,Low,211.3,91.64
2023-05-24,5,2,Wednesday,Spring,No,CUST-102853,21.0,Female,Low,Suburban,West,61,Premium,Email,Loyalty_Boost,Retention,43275.0,2340.0,0.0541,0.41,959.4,306.0,4.37,9.69,28.32,416.0,0,Home & Garden,10.0,170.42,0.0,0.0,9.0,5.0,Low,2314.93,6.14
2023-03-13,3,1,Monday,Spring,No,CUST-101436,25.0,M,Mid,Urban,North,56,Basic,Display Ads,Holiday_Rush,Retention,1181.0,53.0,0.0449,4.12,218.36,118.0,9.09,9.74,86.73,245.0,0,Home & Garden,11.0,111.25,0.0,0.0,9.0,,High,1581.58,55.51
2023-11-10,11,4,Friday,Fall,No,CUST-106377,62.0,Male,Mid,Rural,North,93,Basic,Social Media,Holiday_Rush,Retention,12731.0,278.0,0.0218,3.71,1031.38,397.0,6.1,2.02,76.23,561.0,0,Health & Beauty,3.0,122.79,0.0,0.0,10.0,6.0,High,356.66,65.62
2023-06-03,6,2,Saturday,Summer,No,CUST-103054,52.0,Female,Mid,Suburban,South,86,Basic,Social Media,Holiday_Rush,Retention,40018.0,2463.0,0.0615,0.51,1256.13,176.0,10.77,0.5,41.44,,0,Electronics,18.0,72.69,0.0,0.0,3.0,7.0,High,1879.95,81.93
2023-06-08,6,2,Thursday,Summer,No,CUST-103152,37.0,Male,Mid,Suburban,North,45,Basic,Social Media,Spring_Sale,Acquisition,42440.0,3255.0,0.0767,4.28,13931.4,449.0,2.79,6.39,31.57,369.0,0,Electronics,8.0,74.62,0.0,0.0,9.0,2.0,Low,770.55,66.89
2023-01-23,1,1,Monday,Winter,No,CUST-100403,20.0,Female,Mid,Rural,East,55,Standard,Direct,Loyalty_Boost,Retention,42900.0,5807.0,0.1354,2.66,15446.62,318.0,7.12,2.54,35.75,1.0,0,Apparel,2.0,227.24,0.0,0.0,3.0,4.0,Low,370.63,97.08
2023-07-03,7,3,Monday,Summer,No,CUST-103669,58.0,Non-binary,Mid,Urban,North,77,Basic,Social Media,Loyalty_Boost,Retention,11432.0,226.0,0.0198,2.66,601.16,469.0,2.79,3.93,31.34,487.0,0,Apparel,14.0,196.98,0.0,0.0,6.0,2.0,Medium,4062.37,54.72
2023-07-19,7,3,Wednesday,Summer,No,CUST-104023,40.0,Female,Low,Urban,East,105,Standard,Direct,Back_to_School,Acquisition,24336.0,1195.0,0.0491,2.8,3346.0,495.0,3.56,4.54,58.68,395.0,0,Home & Garden,2.0,161.23,0.0,0.0,4.0,9.0,High,445.06,30.22
2023-03-06,3,1,Monday,Spring,No,CUST-101281,64.0,Male,High,Rural,South,36,Standard,Social Media,Summer_Blast,Branding,43064.0,6124.0,0.1422,4.43,27129.32,431.0,11.6,9.08,46.22,365.0,0,Apparel,8.0,125.74,0.0,0.0,4.0,5.0,Medium,1224.9,95.5
2023-12-17,12,4,Sunday,Winter,No,CUST-107170,29.0,Female,Low,Rural,West,48,Basic,Referral,Loyalty_Boost,Retention,13798.0,505.0,0.0366,1.91,964.55,283.0,6.99,15.83,65.0,834.0,0,Health & Beauty,5.0,74.06,0.0,0.0,8.0,,High,424.7,68.52
2023-12-31,12,4,Sunday,Winter,Yes,CUST-107480,19.0,Male,High,Rural,South,52,Standard,Display Ads,Spring_Sale,Acquisition,31999.0,4248.0,0.1328,0.43,1826.64,191.0,4.41,2.25,88.17,485.0,1,Home & Garden,6.0,27.21,27.21,0.0052,6.0,0.0,Medium,237.46,0.27
2023-03-30,3,1,Thursday,Spring,No,CUST-101770,63.0,Female,Low,Suburban,East,70,Standard,Social Media,Holiday_Rush,Retention,46344.0,3701.0,0.0799,0.47,1739.47,450.0,3.25,38.58,38.94,501.0,0,Home & Garden,6.0,268.12,0.0,0.0,2.0,2.0,Medium,1988.67,76.15
2023-03-30,3,1,Thursday,Spring,No,CUST-101765,54.0,Male,Low,Rural,West,71,Standard,Email,Spring_Sale,Acquisition,4578.0,476.0,0.104,3.25,1547.0,440.0,10.41,3.75,41.43,607.0,0,Sports,19.0,538.88,0.0,0.0,6.0,6.0,Low,10030.01,55.18
2023-02-14,2,1,Tuesday,Winter,No,CUST-100849,22.0,Female,Low,Rural,South,21,Standard,Paid Search,Loyalty_Boost,Retention,4776.0,648.0,0.1357,1.19,771.12,264.0,7.02,0.5,69.96,18.0,0,Electronics,19.0,42.62,0.0,0.0,7.0,2.0,Medium,957.54,13.05
2023-11-05,11,4,Sunday,Fall,No,CUST-106258,34.0,Female,,Urban,North,52,Standard,Referral,Back_to_School,Acquisition,338.0,7.0,0.0207,3.34,23.38,20.0,1.25,16.7,20.35,111.0,0,Apparel,6.0,142.16,0.0,0.0,3.0,8.0,Low,752.22,80.36
2023-01-16,1,1,Monday,Winter,No,CUST-100270,36.0,Non-binary,Mid,Rural,South,119,Standard,Social Media,Back_to_School,Acquisition,45128.0,5345.0,0.1184,4.67,24961.15,53.0,3.3,9.47,72.5,246.0,0,Apparel,13.0,42.74,0.0,0.0,9.0,4.0,Low,526.43,58.43
2023-03-02,3,1,Thursday,Spring,No,CUST-101207,19.0,Male,Low,Urban,West,119,Premium,Display Ads,Loyalty_Boost,Retention,3094.0,85.0,0.0275,2.11,179.35,13.0,10.38,2.71,37.98,705.0,0,Apparel,14.0,42.26,0.0,0.0,6.0,5.0,High,536.71,2.94
2023-06-19,6,2,Monday,Summer,No,CUST-103410,39.0,Male,Mid,Rural,North,99,Basic,Referral,Loyalty_Boost,Retention,43822.0,2692.0,0.0614,0.63,1695.96,52.0,11.08,15.96,89.39,958.0,0,Home & Garden,7.0,27.17,0.0,0.0,8.0,10.0,Medium,220.24,93.02
2023-03-31,3,1,Friday,Spring,No,CUST-101794,22.0,Male,Low,Urban,South,38,Basic,Paid Search,Spring_Sale,Acquisition,20389.0,453.0,0.0222,2.17,983.01,446.0,4.25,2.31,65.24,615.0,0,Home & Garden,9.0,115.82,0.0,0.0,5.0,1.0,Medium,1089.05,48.91
2023-03-28,3,1,Tuesday,Spring,No,CUST-101745,20.0,Male,Low,Rural,North,34,Standard,Email,Back_to_School,Acquisition,20238.0,2927.0,0.1446,3.28,9600.56,411.0,8.15,3.63,71.24,176.0,0,Electronics,14.0,51.18,0.0,0.0,9.0,5.0,High,929.13,81.09
2023-09-29,9,3,Friday,Fall,No,CUST-105474,61.0,Male,High,Suburban,West,114,Standard,Social Media,Summer_Blast,Branding,32411.0,1358.0,0.0419,4.83,6559.14,453.0,3.33,15.62,88.11,398.0,0,Health & Beauty,17.0,95.97,0.0,0.0,2.0,8.0,Low,2085.03,51.23
2023-03-22,3,1,Wednesday,Spring,No,CUST-101625,54.0,Male,Mid,Urban,West,44,Basic,Direct,Summer_Blast,Branding,24381.0,1670.0,0.0685,4.37,7297.9,141.0,3.0,13.06,46.34,917.0,0,Home & Garden,11.0,93.43,0.0,0.0,6.0,6.0,Medium,1470.08,9.83
2023-07-29,7,3,Saturday,Summer,No,CUST-104212,34.0,Male,Mid,Urban,West,75,Basic,Referral,Holiday_Rush,Retention,30499.0,2006.0,0.0658,1.48,2968.88,309.0,6.7,13.42,69.7,728.0,0,Health & Beauty,7.0,80.89,0.0,0.0,10.0,2.0,Medium,455.59,15.19
2023-02-08,2,1,Wednesday,Winter,No,CUST-100722,23.0,Female,Mid,Rural,West,61,Standard,Referral,Back_to_School,Acquisition,4794.0,639.0,0.1333,1.44,920.16,490.0,7.77,1.36,22.77,506.0,0,Health & Beauty,18.0,89.39,0.0,0.0,10.0,4.0,Low,1653.96,32.09
